fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2016 S1*2016-01-01*2016-06-30*3 en una escala del 1al 7,*0.0*-0.23**522505.75*1469*0.0*5531371*false*10.5862*0.3*0.0*0.3*0.05*-0.15*0.59*0.2*False
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2016 T1*2016-01-01*2016-03-31*3 en una escala del 1al 7,*0.18*-0.15**749964.81*2077*0.0*7951502*false*10.6025*0.15*0.0*0.15*0.02*-0.17*0.29*0.19*False
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2017 T3*2017-07-01*2017-09-30*2 en una escala del 1 al 7,*0.0*-0.28**436957.36*1040*0.0*4705445*false*10.7687*0.15*0.0*0.15*0.03*0.22*0.29*0.21*False
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2017 S1*2017-01-01*2017-06-30*2 en una escala del 1al 7,*0.21*0.0**412677.03*1035*0.0*4434302*false*10.7452*0.3*0.0*0.3*0.05*0.76*0.65*0.2*False
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2017 T1*2017-01-01*2017-03-31*2 en una escala del 1al 7,*0.22*-0.36**452813.59*1046*0.0*4828781*false*10.6639*0.15*0.0*0.15*0.02*0.06*0.31*0.2*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2018 T3*2018-07-01*2018-09-30*3 (En una escala del 1 al 7)*0.0*0.0**297979.65*768*0.0*3226298*false*10.8272*0.03*0.0*0.03*0.02*0.44*0.58*0.05*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2018 S1*2018-01-01*2018-06-30*3 (En una escala del 1 al 7)*0.0*0.0**319294.75*868*0.0*3442077*false*10.7802*0.16*0.0*0.16*0.04*-0.13*1.22*0.12*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2018 T1*2018-01-01*2018-03-31*3 (En una escala del 1 al 7)*0.0*0.0**311305.29*920*0.0*3360000*false*10.7948*0.13*0.0*0.13*0.02*0.37*0.8*0.19*False
MIXED CONSERVATIVE, FI*GESIURIS MIXED CONSERVATIVE FI*2017 S2*2017-07-01*2017-12-31*2 en una escala del 1 al 7,*0.0*-0.44**384794.98*932*0.0*4138532*false*10.7552*0.3*0.0*0.3*0.05*-0.13*0.81*0.21*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2019 T3*2019-07-01*2019-09-30*3 (En una escala del 1 al 7)*0.0*0.0**103823.0*223*0.0*1094788*false*10.5448*0.03*0.0*0.03*0.02*0.4*0.34*0.18*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2019 S1*2019-01-01*2019-06-30*3 (En una escala del 1 al 7)*0.0*0.0**186072.34*340*0.0*1954223*false*10.5025*0.05*0.0*0.05*0.04*-0.72*2.28*0.14*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2019 T1*2019-01-01*2019-03-31*3 (En una escala del 1 al 7)*0.0*0.0**173087.6*405*0.0*1831052*false*10.5788*0.02*0.0*0.02*0.02*0.56*1.75*0.1*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2018 S2*2018-07-01*2018-12-31*3 (En una escala del 1 al 7)*0.0*0.0**226262.01*493*0.0*2380135*false*10.5194*0.05*0.0*0.05*0.04*-2.84*5.93*0.9*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2020 T3*2020-07-01*2020-09-30*3 (En una escala del 1 al 7)*0.0*0.0**19910.52*62*0.0*206889*false*10.3909*0.03*0.0*0.03*0.02*-0.62*0.09*0.46*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2020 S1*2020-01-01*2020-06-30*3 (En una escala del 1 al 7)*0.0*-0.48**32574.22*71*0.0*340572*false*10.4553*0.05*0.0*0.05*0.04*-0.47*0.1*0.33*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2020 T1*2020-01-01*2020-03-31*3 (En una escala del 1 al 7)*0.0*0.0**33515.23*74*0.0*352058*false*10.5044*0.02*0.0*0.02*0.02*-0.97*0.65*0.28*False
MIXED CONSERVATIVE, FI*Mixed Conservative FI*2019 S2*2019-07-01*2019-12-31*3 (En una escala del 1 al 7)*0.0*0.0**47264.02*117*0.0*501368*false*10.6078*0.05*0.0*0.05*0.04*0.6*1.28*0.28*False
