fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
PENTA INVERSION, FI*PENTA INVERSION CLASE A, FI*2014 T4*2014-07-01*2014-12-31*3, de una escala del 1 al 7*2.2699999999999996*0.05**1810467.6816330003*66.0*0.0*18515752.0*False*10.9383*0.21*0.0*0.21*0.030000000000000002****True*T*2014
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2017*2017-01-01*2017-12-31*3, de una escala del 1 al 7*0.635*0.345**142922.7804375*86.5*0.0*1299357.0*False*11.0802*1.3*0.020000000000000004*1.3199999999999998*0.1****True*Y*2017
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2017 T2*2017-01-01*2017-06-30*3, de una escala del 1 al 7*0.92*0.47000000000000003**177167.62482100003*113.0*0.0*1887822.0*False*11.1986*0.32*-0.039999999999999994*0.28*0.030000000000000002****True*T*2017
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2017 T4*2017-07-01*2017-12-31*3, de una escala del 1 al 7*1.07*0.25999999999999995**90901.40109899998*52.0*0.0*1299357.0*False*11.0802*0.34*-0.01999999999999999*0.31999999999999995*0.030000000000000002****True*T*2017
PENTA INVERSION, FI*PENTA INVERSION CLASE A, FI*2018*2018-01-01*2018-12-31*3, de una escala del 1 al 7*0.9750000000000001*0.25**802573.0788285*132.5*0.0*8892457.0*False*11.2285*0.81*0.01999999999999999*0.8300000000000001*0.1****True*Y*2018
PENTA INVERSION, FI*PENTA INVERSION CLASE A, FI*2018 T2*2018-01-01*2018-06-30*3, de una escala del 1 al 7*1.62*0.25**961112.1505630001*225.0*0.0*9321987.0*False*11.4634*0.2*0.04000000000000001*0.24000000000000005*0.030000000000000002****True*T*2018
PENTA INVERSION, FI*PENTA INVERSION CLASE A, FI*2018 T4*2018-07-01*2018-12-31*3, de una escala del 1 al 7*1.36*0.25**773870.2403899999*122.0*0.0*8892457.0*False*11.2285*0.20999999999999996*-0.09000000000000001*0.12000000000000002*0.020000000000000004****True*T*2018
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2018*2018-01-01*2018-12-31*3, de una escala del 1 al 7*0.9750000000000001*0.25**681104.0001985*350.0*0.0*8955446.0*False*10.9915*1.3*0.049999999999999996*1.35*0.1****True*Y*2018
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2018 T2*2018-01-01*2018-06-30*3, de una escala del 1 al 7*1.62*0.25**959655.0471030001*424.0*0.0*6167043.0*False*11.2651*0.32*-0.04000000000000001*0.27999999999999997*0.030000000000000002****True*T*2018
PENTA INVERSION, FI*PENTA INVERSION CLASE B, FI*2018 T4*2018-07-01*2018-12-31*3, de una escala del 1 al 7*1.36*0.25**454624.96243199985*332.0*0.0*8955446.0*False*10.9915*0.33*0.0*0.33*0.030000000000000002****True*T*2018
PENTA INVERSION, FI*CLASE A*2020*2020-01-01*2020-12-31*3*0.81*-0.435**511363.29000000004*36.0*0.0*5773591.0*False*11.7532*0.8*0.15*0.95*0.1****True*Y*2020
PENTA INVERSION, FI*CLASE A*2020 T2*2020-01-01*2020-06-30*3*1.61*-0.44**518885.0*38.0*0.0*5788706.0*False*10.8914*0.2*-2.22*-2.02*0.030000000000000002****True*T*2020
PENTA INVERSION, FI*CLASE A*2020 T4*2020-07-01*2020-12-31*3*0.9899999999999999*-0.42**473239.36000000004*32.0*0.0*5773591.0*False*11.7532*0.2*0.12*0.32*0.020000000000000004****True*T*2020
PENTA INVERSION, FI*CLASE B*2020*2020-01-01*2020-12-31*3*0.81*-0.435**210830.535*73.5*0.0*2365769.0*False*11.4055*1.3*0.14*1.44*0.1****True*Y*2020
PENTA INVERSION, FI*CLASE B*2020 T2*2020-01-01*2020-06-30*3*1.61*-0.44**193840.49000000002*72.0*0.0*2269314.0*False*10.5926*0.33*-2.19*-1.8699999999999999*0.030000000000000002****True*T*2020
PENTA INVERSION, FI*CLASE B*2020 T4*2020-07-01*2020-12-31*3*0.9899999999999999*-0.42**222917.51*47.0*0.0*2365769.0*False*11.4055*0.32*0.08*0.41*0.020000000000000004****True*T*2020
