fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
BANKIA DIVIDENDO ESPAÑA , FI*M. BOLSA OPORT.*2009*2009-01-01*2009-12-31*Alto*0.09000000000000001*0.6950000000000001**1887164.3399999999*1927.5*0.0*29086587.0*False*15.2107***2.02*0.04****False*Y*2009
BANKIA DIVIDENDO ESPAÑA , FI*BANKIA DIVIDENDO ESPAÿA*2017 T4*2017-07-01*2017-12-31*6, en una escala del 1 al 7*0.16*0.0**3845451.0699999994*5357.0*0.0*69702507.0*False*18.2721*0.51*0.0*0.51*0.04****False*T*2017
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2018 T2*2018-01-01*2018-06-30*6, en una escala del 1 al 7*0.63*0.0**3623.8199999999997*8.0*0.0*377052.0*False*102.06700000000001*0.14*0.0*0.14*0.030000000000000002****True*T*2018
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2018 T2*2018-01-01*2018-06-30*6, en una escala del 1 al 7*0.63*0.0**3512715.76*4194.0*0.0*68081578.0*False*18.0644*0.5*0.0*0.5*0.030000000000000006****True*T*2018
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2019*2019-01-01*2019-12-31*6, en una escala del 1 al 7*0.14*-0.09**5110.764999999999*13.5*0.0*611722.0*False*107.7831*0.8*0.0*0.8*0.15000000000000002****True*Y*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7*0.27*0.0**4718.29*15.0*0.0*461604.0*False*101.5399*0.2*0.0*0.2*0.030000000000000006****True*T*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2019 T4*2019-07-01*2019-12-31*6, en una escala del 1 al 7*0.22000000000000003*-0.36**7239.009999999999*17.0*0.0*611722.0*False*107.7831*0.2*0.0*0.2*0.04****True*T*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2019*2019-01-01*2019-12-31*6, en una escala del 1 al 7*0.14*-0.09**3166564.8200000003*3846.5*0.0*55122734.0*False*18.735*2.0*0.0*2.0*0.15000000000000002****True*Y*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2019 T2*2019-01-01*2019-06-30*6, en una escala del 1 al 7*0.27*0.0**3247638.9899999998*3910.0*0.0*60211813.0*False*17.7569*0.5*0.0*0.5*0.030000000000000006****True*T*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2019 T4*2019-07-01*2019-12-31*6, en una escala del 1 al 7*0.22000000000000003*-0.36**2604555.4200000004*3225.0*0.0*55122734.0*False*18.735*0.51*0.0*0.51*0.04****True*T*2019
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2020*2020-01-01*2020-12-31*6, en una escala del 1 al 7*0.34*-0.36**2022.995*12.0*0.0*213301.0*False*90.7982*0.8*0.0*0.8*0.15000000000000002****True*Y*2020
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2020 T2*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.64*-0.33**-1076.5699999999997*6.0*0.0*142589.0*False*84.0336*0.2*0.0*0.2*0.030000000000000006****True*T*2020
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA CARTERA, FI*2020 T4*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.33*-0.51**3073.7599999999998*24.0*0.0*213301.0*False*90.7982*0.2*0.0*0.2*0.04****True*T*2020
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2020*2020-01-01*2020-12-31*6, en una escala del 1 al 7*0.34*-0.36**2559022.55*3127.5*0.0*37521298.0*False*15.594000000000001*2.0*0.0*2.0*0.15000000000000002****True*Y*2020
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2020 T2*2020-01-01*2020-06-30*6, en una escala del 1 al 7*0.64*-0.33**2707234.3500000006*3271.0*0.0*39376094.0*False*14.5197*0.49*0.0*0.49*0.030000000000000006****True*T*2020
BANKIA DIVIDENDO ESPAÑA , FI*PT. BANKIA DIVIDENDO ESPAÿA UNIVERSAL, FI*2020 T4*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.33*-0.51**2224764.42*2768.0*0.0*37521298.0*False*15.594000000000001*0.51*0.0*0.51*0.04****True*T*2020
